,aking100,alecfowl,amarlow6,amcclu13,aroman,awarden9,aweis3,bfitzpa8,bmaples6,bmilstea,btolson1,calle102,ccanonac,ccotturo,ckornega,cstefani,cvy221,cwalsh25,cwitt8,cwoodfil,ddelrosa,dferrer1,dfranke2,dhodge12,dmoffit1,dpate139,dwang58,edayney,ehead3,ehechmer,emaness,ezhao1,fchernow,fgholamr,glapham,glee30,gpatel8,harshvar,hchen73,ibhandar,jaugust4,jburns46,jchoi38,jclar166,jhenley9,jkutbay,jleuciu1,jmuncy2,jnd547,jtayl219,kchmayss,knguye34,lhunte21,lscott32,marifova,mdv623,mherna21,mkelle37,mmarcu10,mmccor23,monim,mwebb51,mzg857,ncoffey3,npatton4,nvanflee,pkx959,pmasani,pmoore34,rfranqui,rking61,rlin8,san6,sbandar1,sdasari7,sgray38,slavey,smoparth,snidiff1,spatil12,tcatunca,thatngu1,tvillarr,vbroda,vgopu,wduff,wwinslad,yarddoga,ygaikwad,yhg461,zyr546
btolson1,0.09042283933498223,0.13940205117611218,0.13329449745382288,0.15637179092575876,0.22168994514190782,0.1728090961513088,0.17865944433382686,0.1767177451733994,0.13532419634435372,0.16226466095664951,1.0000000000000002,0.095934231436031,0.16992123461612993,0.11942237226878834,0.1210846729530356,0.1440824300453429,0.1434060944703839,0.15164898758128217,0.1588863568075496,0.04966226577399567,0.11151483343678127,0.20244370970550618,0.12143713560874105,0.17913853354841489,0.08231401749502354,0.1253272830581182,0.09801742000869187,0.15378587271448435,0.11039941016664898,0.15450978502074383,0.15614376417386802,0.1443888935053876,0.18516041504479502,0.15052394901067062,0.20737783934747384,0.17427315802306903,0.18512023635647767,0.09509053281408729,0.16261232438488654,0.2255003162360415,0.12507527498459176,0.10099131471803424,0.18889802084701882,0.12754367241631684,0.19371953447196408,0.24167646947043142,0.09158235790034885,0.3023938988909416,0.27469102278607166,0.19677717832022587,0.1706308334458202,0.10803702290305091,0.19313705773731926,0.08539110733395683,0.1515608268905378,0.1584373105353503,0.07804855524515518,0.1639686449425695,0.16414416430152165,0.22391082986973812,0.18306215976893478,0.1482162629679721,0.12836925431066284,0.15740746803628564,0.15880619503574242,0.09990059879597524,0.16233147852539315,0.1334863341147123,0.25296018545227494,0.17419648230309026,0.1231329267275865,0.10864817248822334,0.16600280526025113,0.13567041027770146,0.1539587527789221,0.13240988663627423,0.12844685629847805,0.14219000094607245,0.16182037906770586,0.17687899834227852,0.13302884338199475,0.11375576675739041,0.12418464197715848,0.2370085986205947,0.05057572481251888,0.13195430708424563,0.2002606608143312,0.16156945727544467,0.14876039069474484,0.19659719583472354,0.12327824431707918
calle102,0.036778061939265166,0.07543085099098054,0.11769890435507913,0.08992526013776098,0.1681018283883806,0.06925117498590289,0.09745953957300088,0.08802874982703729,0.0697114655103812,0.03998816683202476,0.095934231436031,0.9999999999999997,0.07508793121503281,0.056808580942845334,0.06817009865322674,0.03864174384989105,0.06335730788687875,0.07763614537915837,0.09155164539653403,0.017774808104444796,0.047733858846374794,0.07247763547589745,0.05689416565354903,0.07155856298790912,0.04853846769271437,0.06861074419004598,0.03958248611346879,0.11714959364698446,0.085003214359477,0.11891710346611445,0.04938715262691381,0.0977177643954194,0.0977536674072626,0.08889542329710377,0.05753748887915673,0.07584942888761184,0.07188715467174961,0.030667092312652272,0.07550407662033623,0.14995484626885688,0.04623886914033101,0.14614165972461252,0.08999773722064067,0.04411186840363066,0.04527295192307913,0.0793970166999539,0.04496860049752446,0.08050856239005416,0.15778313615425454,0.04675832333288681,0.09809702160290269,0.02453130788436183,0.10209170174931456,0.04781526385319727,0.07412315565696961,0.07127558688078155,0.027239406852517904,0.07291165240977283,0.09924382557552125,0.15646060352409977,0.06340121169872094,0.08046038342268216,0.07735402805425895,0.08255128929963682,0.061373792307096206,0.03541566284873167,0.1021810353873717,0.10174312492448628,0.1345055931109763,0.06295788500333734,0.030020175316617707,0.04108366071470412,0.08438443994937675,0.045087197495592354,0.04876827311091857,0.11022653151181837,0.0821390632145081,0.06506353081201587,0.07183876927524022,0.06301626695314,0.046098929876481225,0.0641047429318331,0.04949313714250535,0.13911717332898646,0.030139769661026224,0.09343592119047296,0.06839892743444795,0.08154503878021621,0.06691049729958369,0.09639285779095558,0.06784470823175968
ccanonac,0.09368847506384281,0.14616362323291587,0.11197658587676138,0.16496011056418788,0.19374241160292083,0.10689506476078736,0.2475077002522859,0.1081209448902827,0.08774860878234278,0.16035813071635718,0.16992123461612993,0.07508793121503281,1.0000000000000004,0.14388284347884495,0.10044173946319379,0.17220365054627515,0.10470106452694862,0.1285621478520346,0.10453788060534262,0.08086745962683205,0.13597050203841043,0.12025642660660252,0.12173256691202455,0.13285826355935043,0.040920017392578265,0.1712063220595152,0.0942658548366756,0.09099147717730108,0.09833288519665519,0.1542306896709515,0.18909408570884448,0.14242931225258476,0.1962895227359081,0.2649998397222789,0.13672876858146538,0.11127963447312292,0.13490459121672208,0.09892427063883383,0.11190794728839923,0.1261709539324458,0.17478065780502858,0.16233197741600774,0.12000381485714497,0.10004225562454255,0.11177061046072725,0.11548114367041395,0.09336169740432404,0.19397629962870228,0.12997916891229788,0.1634423935809579,0.11689176469456093,0.09199686774853477,0.1413292481599349,0.07526249833866093,0.14267808699443477,0.0756666212313072,0.1821808748405893,0.09486379665287975,0.1018687823205548,0.09651582126845458,0.16039898037577868,0.07270060787786574,0.126843147584713,0.12250486079466756,0.12036328723094872,0.11865733168828127,0.1512052614667591,0.09435958293196114,0.17087946947138813,0.11437235165903273,0.1328107849730651,0.09317790933584794,0.15294464275208092,0.17424027488868502,0.15954350978539597,0.07252250337691021,0.09773569056537991,0.17564295874689104,0.1308109389222816,0.14524583761115537,0.09922711804321949,0.09845849001621074,0.16795312849238503,0.18322077267490863,0.08944291724987326,0.12275396614048445,0.18427346455084131,0.06799548632580442,0.13622957651642123,0.13967181678066662,0.10269509145282274
ccotturo,0.06889563110520489,0.10241907150073104,0.13023233804313525,0.13254495082153878,0.07259885379437983,0.06726365314700838,0.07560134771172239,0.08960352582129691,0.08707815208132808,0.064794918373883,0.11942237226878834,0.056808580942845334,0.14388284347884495,0.9999999999999998,0.10458075312853676,0.18417979435115797,0.06229314384290865,0.14972444111250457,0.0696430676365538,0.08964340059253964,0.08851801080148866,0.10094796366963459,0.0728409899695524,0.15582834793475106,0.034894028460678315,0.08836349189901424,0.07540245305200177,0.12096118351782638,0.06636659154069434,0.06757978901933875,0.08952893011139984,0.1215979101834084,0.11228424371186364,0.07867102725066648,0.05759386433604069,0.09337077561380455,0.10541399864700329,0.026605475662335357,0.07199432760713118,0.11876949135526729,0.12080453719491689,0.09494613086059904,0.13897676630358607,0.07445342517304508,0.08772430554819145,0.1185922289996854,0.1224456795150222,0.09584710192353112,0.1284118756398112,0.08971982924394917,0.06782734339780201,0.08277713012289568,0.10769356492544574,0.08695555352872261,0.1363385705953405,0.12999706253401472,0.05589102560438342,0.07106211538182965,0.08065583165116673,0.06664090464664292,0.08041967240490833,0.046916221703646774,0.05359662047191831,0.10448722117327182,0.127020240383384,0.10978284170869715,0.0970116541612259,0.061309446495081986,0.11006406371416502,0.1026810355865705,0.06196320143301767,0.07067164103069032,0.1300072463307195,0.09187571436468303,0.10441791843402476,0.11847292912493057,0.08864028884460495,0.052390283016547745,0.06269180251230408,0.12094625957785805,0.06159052215742996,0.06370838112015939,0.07879120522488228,0.07317537564237499,0.03668038563464476,0.09618284324487604,0.12827363878084713,0.061424849598701786,0.11851423645974504,0.13543011574667785,0.11413032753879052
ckornega,0.14654815756396836,0.11879646029277979,0.11089571486189995,0.10325835489980398,0.10710743187280325,0.11677118384802365,0.11080328679386811,0.2140142411111454,0.05150708651543483,0.0638091091590638,0.1210846729530356,0.06817009865322674,0.10044173946319379,0.10458075312853676,1.0000000000000002,0.06740602881996986,0.09026952577678017,0.11163617842862342,0.1192775523993026,0.11525362431912309,0.06302358588868066,0.08479200391986189,0.07315965929299115,0.2370829366396612,0.06203566318066151,0.13136190017210925,0.0831125694000519,0.12301501336703762,0.09556677791164385,0.07995393362521788,0.10911812303412664,0.11647320760772759,0.11610203491974491,0.07115769244222757,0.12356307027751716,0.11153719193728359,0.10153724824935131,0.0574594743530859,0.0936914299205417,0.11726535297409024,0.1110347313072873,0.1318181027379589,0.1422734608498889,0.0830650394276454,0.12465261424578643,0.07970700839661768,0.05628372718885933,0.1274101280823486,0.18070534549274697,0.09494943697159042,0.0678060287800273,0.06301820555413976,0.1434668860357373,0.09583274582385495,0.13542716000350039,0.08830614983050805,0.10254890640087008,0.12982314879768755,0.07855692147900195,0.10740452388506043,0.08753086560929446,0.09467016065399317,0.0630811487655813,0.08432098278758873,0.06575278966630928,0.15404002481544232,0.08674957599868455,0.07203534889151034,0.11510650457477936,0.10541389465455399,0.0763553542315884,0.09438980497100961,0.12053618704546792,0.07192790074861093,0.09117481547401318,0.03171310443821411,0.13405673344502952,0.10221422667524552,0.054679054566495855,0.10462186862340933,0.06376480998279921,0.10484136575990353,0.07780450330087185,0.08275502985584553,0.045600473661858196,0.07821950677681908,0.08709977867654481,0.06712465920723769,0.0859594114989828,0.09129426155164233,0.12991726866212056
cstefani,0.09881551962471752,0.10128541110574323,0.08767062101752818,0.19731035670581865,0.08594618959540169,0.10871612374541448,0.06274596489896672,0.13635081315183176,0.13667094216742143,0.09460120884752515,0.1440824300453429,0.03864174384989105,0.17220365054627515,0.18417979435115797,0.06740602881996986,1.0000000000000002,0.07480282930469029,0.15046504950977435,0.10141541147240014,0.08355392589960423,0.05225007093127687,0.07541043388316958,0.05337730974998496,0.15759801672564025,0.06560624657746411,0.08951781635460537,0.05256217714008349,0.15179412415832788,0.06385729676973342,0.06296694904784607,0.0982809902999513,0.0688184158528518,0.14973066825611964,0.09307254567364438,0.09795037219481094,0.14437801790690644,0.21856431563031223,0.043645497140157447,0.0691692581142271,0.15053990650971225,0.13290062640461492,0.08611975029921214,0.12200884836207704,0.0782005332883529,0.11753931664749716,0.14309653521652396,0.22297247225867012,0.08388584867857785,0.12890135590655707,0.05064085859353515,0.07697164128492565,0.11839722994577365,0.20241130056056783,0.08847895081917742,0.1374628789420549,0.1378500369996009,0.061015154919355705,0.12419713120975344,0.04040163228980107,0.10598362635042351,0.06690196606472522,0.11790831106270806,0.10272498645881735,0.08430164282603306,0.24201777839376906,0.0668892832215669,0.06647985293296356,0.08994435367452212,0.06910582745641881,0.07591170758824722,0.07755005552518593,0.05855602048820541,0.12424733058013541,0.08750846427886176,0.1385247366189383,0.03776490282994369,0.08937674683178416,0.09351623119014463,0.10590879932356506,0.10981128927276572,0.07840628816989839,0.10803156922416052,0.09990982625195517,0.0891241343216184,0.0358491513613777,0.18093294243450464,0.15986180517479115,0.09626345749360295,0.1070517556581421,0.16142685598775283,0.092096714993762
cvy221,0.053148071224987714,0.07462341416818963,0.13468435387172445,0.07549449071857241,0.12031840990949282,0.13325779556002698,0.09294739638691389,0.10744997488761109,0.08371115315155397,0.08723451911059442,0.1434060944703839,0.06335730788687875,0.10470106452694862,0.06229314384290865,0.09026952577678017,0.07480282930469029,1.0,0.06420041378402769,0.09669978466885269,0.05679570105224169,0.03184142092674283,0.11672178372963903,0.08704224569057152,0.14949113920087476,0.06244880370739515,0.04441373603577178,0.056275598932464255,0.16224719171222887,0.02782463181404189,0.12009856628653831,0.08740259711026165,0.10119975441797315,0.10700645362176098,0.09376551800909944,0.09249326072129602,0.14835053549980018,0.07121557319129833,0.06958582932277528,0.10660650582531693,0.10914350069741088,0.13362571230444556,0.10474287055372315,0.1605016277164586,0.07342943400429354,0.10656460789778148,0.13748751850847257,0.08368981246545669,0.08759331510633442,0.18884808930394634,0.09605875592613972,0.14761580379838354,0.12507796095224458,0.09220403271130796,0.09160567049301446,0.11422176252538094,0.07846680979914095,0.03398100051895056,0.10424436365219109,0.03958874885693531,0.10240389169270683,0.10392889359628117,0.05878540010837257,0.10387633753672947,0.12862720618067303,0.09250027012156889,0.05175917915905829,0.07060180443823635,0.03985962094795026,0.0712206471272298,0.05439778188301137,0.06371698378331078,0.10996577657519455,0.10732915267277758,0.08517194975827898,0.13487805797391256,0.05641205016957541,0.0925289519460403,0.05821399757614279,0.20241035515868672,0.09650230343860544,0.17391725124018265,0.051368045792538064,0.06440634320348175,0.1304322760463294,0.03821391744007815,0.21451063217312533,0.07055385407322234,0.09508077118651628,0.10562855601460704,0.22574884933922518,0.11248838439830144
cwalsh25,0.05578671053415364,0.1658922721800088,0.11160354187005894,0.1895875458540695,0.13991004061987508,0.097221484889465,0.1358095268416277,0.18509650882656953,0.13235701342527448,0.07402018991017463,0.15164898758128217,0.07763614537915837,0.1285621478520346,0.14972444111250457,0.11163617842862342,0.15046504950977435,0.06420041378402769,1.0,0.11643332334915611,0.09292029098186061,0.037148251937911526,0.10912255334449883,0.09730020443810197,0.16268471710536841,0.04886024951268566,0.096752159263162,0.06610098989627203,0.10307175549651704,0.08166428318379042,0.07289834588285724,0.07978835681168006,0.08121012384309129,0.2265729998748801,0.1141790151505566,0.10640720240020911,0.11124851073415484,0.10891128209593456,0.04356990217269602,0.12784596062788622,0.13556144234291506,0.11089995906516091,0.060654145588982175,0.10539527428723314,0.11388865485459271,0.12575216191854835,0.12297193112125565,0.08681380764127428,0.14171968437662064,0.15577856108598637,0.10218630106330796,0.0929520256640824,0.14256758642200973,0.18728448163485878,0.11189785676717032,0.12226008969837764,0.20488376662533567,0.07606219705124394,0.11921211166861528,0.07751010452844581,0.08183085691179556,0.08149786241150353,0.1420613315550655,0.07208490050305554,0.0873703712644151,0.14570624028058402,0.13075314977870126,0.0970810732649389,0.10000903898607309,0.13444418285434737,0.0923634999823162,0.0627511369862369,0.07893986460762695,0.10255393057594783,0.06173323842011631,0.17190457748590382,0.07160825903510028,0.09990529092699098,0.09024585887462269,0.12320278693899854,0.19890346743921425,0.1041099479718948,0.0940481851773598,0.08620129311668193,0.1641751725257412,0.04718491039710042,0.0672459687022287,0.14133784930916665,0.13597387154895443,0.08000147454481676,0.15915237939223925,0.13492054384941732
cwitt8,0.05513043044835113,0.12467783690480436,0.14316612958126992,0.1058968206832682,0.18669973565851403,0.17189295339159869,0.11452975045117562,0.20128197070512188,0.09948687384938752,0.07574609677547425,0.1588863568075496,0.09155164539653403,0.10453788060534262,0.0696430676365538,0.1192775523993026,0.10141541147240014,0.09669978466885269,0.11643332334915611,1.0000000000000004,0.03852856123584109,0.04141692946877895,0.11026138625685884,0.08643882220225615,0.1260359998391706,0.04594273433489935,0.12145461738902491,0.07735584137123905,0.07254113907562691,0.06484895811029014,0.12404012826113182,0.08963200701902939,0.10781673074819527,0.2109563805870518,0.12664511479335813,0.17448408076659302,0.12839302292895352,0.11421949750468255,0.059437081813634725,0.12681855077660245,0.18120567762710205,0.10089809894055762,0.11559809659660693,0.15597683453783734,0.07539332335346292,0.11586858319664783,0.14572935532705034,0.04262705614768407,0.13959691015458825,0.19424020441449782,0.1368936178318565,0.13954518317810774,0.06907284426038386,0.19629592855757813,0.1154175499354026,0.18484099837349066,0.13072386951713236,0.06932635985855724,0.17416246521716078,0.07138572268524425,0.15388884827288443,0.1331586791991479,0.15571088743674902,0.06942345418478052,0.10743587700017086,0.07874327807079815,0.15919451515732277,0.20421495151981078,0.09353809040391305,0.15264949098317543,0.05800563831294203,0.15482428183712155,0.041409858309005225,0.1701308899775048,0.06129178974251214,0.16501579796392776,0.10523982306690104,0.11769136142722489,0.07997491781024296,0.13164871045745916,0.17161685821753997,0.11805088844493022,0.07541162808790786,0.08445818223926166,0.20124221881659432,0.06168233371729108,0.11156580984707018,0.12428126192222025,0.1561157459047793,0.11012967258967948,0.12752903125863121,0.1486549632475098
cwoodfil,0.037817802196843504,0.1178973951621593,0.07149905471350466,0.04563969320646324,0.027597283072328796,0.07233033681932498,0.047549697519451165,0.09677040073354562,0.048694627410724826,0.031215337394105577,0.04966226577399567,0.017774808104444796,0.08086745962683205,0.08964340059253964,0.11525362431912309,0.08355392589960423,0.05679570105224169,0.09292029098186061,0.03852856123584109,1.0000000000000002,0.02783565034694186,0.03231366271073449,0.08931522281070203,0.09313870834498501,0.01959920201678453,0.053231545654002954,0.0880311484863601,0.09382406011467838,0.03701344938076219,0.04227199422739127,0.037450418026573305,0.027650684110296656,0.06115899691485192,0.08289239810697642,0.0563240851210121,0.048389299898484554,0.10497877349400439,0.042948156664534096,0.06992166376857128,0.06068536710880465,0.06027874189011545,0.16409470544988958,0.029721258422848368,0.03413902672984472,0.07048449408714404,0.08076226206969486,0.07331635001590321,0.058063072708682974,0.07705755611652026,0.0622601892527754,0.04498568874666539,0.10245376629013757,0.07062504698544476,0.04033953829231145,0.0789289175060635,0.0733720423582172,0.04104737255824842,0.057627601015153525,0.02844633276158566,0.04585675376254372,0.04173627392066396,0.03809184372180431,0.0503839573228564,0.034444543758794674,0.0888989898522431,0.0866636209059936,0.05928956236106677,0.04950454007873341,0.08173027463978919,0.09367829310212203,0.09938880462778822,0.03269392920811361,0.04485434186202851,0.050515286914832064,0.071644953009752,0.022030237997142536,0.05979427364925941,0.040019862004718375,0.04640303509451629,0.08288308634181524,0.040754357745002016,0.06630096630515259,0.06872609506139994,0.03668818979164308,0.042833747335296664,0.07050170818181759,0.058838727163995366,0.021367731302573443,0.10938618496545563,0.10351858754491312,0.051809725171527966
ddelrosa,0.07013088038167684,0.06426351367798457,0.03813843195864404,0.08599486932593242,0.10124033695738037,0.08105287763981699,0.08102324875170129,0.09003888827299959,0.0749785241295041,0.08821382967087964,0.11151483343678127,0.047733858846374794,0.13597050203841043,0.08851801080148866,0.06302358588868066,0.05225007093127687,0.03184142092674283,0.037148251937911526,0.04141692946877895,0.02783565034694186,1.0000000000000002,0.05548512935768726,0.13625769570302476,0.036307642900908904,0.018085937060856514,0.11686931811693968,0.05635114782536117,0.03010059885886166,0.07609149275416163,0.07028865260434224,0.0957103772934406,0.2049846233768337,0.09080289287253324,0.08722540288753106,0.048947343713421694,0.07565426920903798,0.07273675462474097,0.025173350682688292,0.06302989284003345,0.0705174960967904,0.06354796422255161,0.06589110901611898,0.11321191716806393,0.0651409309768618,0.05027550168341806,0.04376326846094177,0.023012077563593917,0.151518716738748,0.12299911182741884,0.16194170396794347,0.0729277112314638,0.03661978320844663,0.07493708416345385,0.034118566366976674,0.08756956690619096,0.07585187485609231,0.07561844210001734,0.06002110982964219,0.1398838672221471,0.08116253056015388,0.06478960266470359,0.06324727713318146,0.03553874210741394,0.13943113128322404,0.05665412908720515,0.0846145669392696,0.07161503162913527,0.05324032498307352,0.08553454861924288,0.09398509166560426,0.04851776858397863,0.05025089532753947,0.07849591246436284,0.0713871298769106,0.04753066155083589,0.041278981987541374,0.04120459440632197,0.03166686586048878,0.0826846445113411,0.06056745912351989,0.05863325851502385,0.060914825868928185,0.04848392761071751,0.0874614172107239,0.028197755364995157,0.05994928931932456,0.047573684266453545,0.09363346582407914,0.029981276558268894,0.06008433365028759,0.08559187430019025
dferrer1,0.0842998170644483,0.08159038308705159,0.0857849842539573,0.08600676263096434,0.23690589542518475,0.1390052712927918,0.17047618246553323,0.10357573356438629,0.12875932994643263,0.1266007291409053,0.20244370970550618,0.07247763547589745,0.12025642660660252,0.10094796366963459,0.08479200391986189,0.07541043388316958,0.11672178372963903,0.10912255334449883,0.11026138625685884,0.03231366271073449,0.05548512935768726,1.0,0.09086572057456437,0.14825253184796264,0.05800082832105538,0.14460905168991306,0.060505568863459966,0.08496470268475269,0.09963110197256124,0.11767432225954194,0.18250630567100865,0.14691068037736216,0.11598455495091634,0.11861234417273195,0.11128251928434721,0.0991692003773447,0.09469217456786995,0.06717135227687665,0.12813814817948313,0.10660273607464237,0.14260629950672368,0.06588882616697306,0.10397865786866384,0.055573673589757976,0.08781175897383202,0.23124149498416674,0.07674419039166816,0.16276128311869545,0.17340975210335818,0.10881426998487417,0.1742783918422881,0.08140957935902195,0.1281876000770284,0.11949816117393702,0.10425697783075946,0.15283785828479893,0.06665785557384621,0.18784394503693302,0.08828863534833288,0.12917053696017752,0.14918640588672494,0.11488570582179433,0.06002331663599394,0.10434026955756147,0.0955604137420681,0.05922444612987704,0.07446149666379959,0.051296204454377964,0.14437230773704915,0.07242145785905031,0.06951355616985253,0.11385598510660143,0.09004728574330878,0.11824556735471431,0.1266020792482471,0.11715001154653998,0.11521431997323252,0.0666648208029188,0.13825846032468014,0.1410029374155285,0.08169716662406129,0.047576113315978774,0.0829995904026643,0.2078602230493744,0.07927764902997839,0.12173696137119963,0.15626936188932122,0.11749200369386831,0.18689908950302447,0.12767148894606378,0.12853526191541195
dfranke2,0.04072512728615102,0.1291395774980803,0.09221155839594691,0.08857748157648974,0.10979346892585731,0.09594569709666542,0.11618639940860626,0.1553406118164512,0.07676977898064459,0.14704902032389003,0.12143713560874105,0.05689416565354903,0.12173256691202455,0.0728409899695524,0.07315965929299115,0.05337730974998496,0.08704224569057152,0.09730020443810197,0.08643882220225615,0.08931522281070203,0.13625769570302476,0.09086572057456437,1.0000000000000002,0.09960296671726161,0.03921090230653462,0.117658070668868,0.06966292884766609,0.06309614972632127,0.09812582916578955,0.12368845355517301,0.10304702273770217,0.1457395728718254,0.16320132550304864,0.09455597242398915,0.09696566729543045,0.09337826912160214,0.10904100439500383,0.04218438932791098,0.08777599433047482,0.13069530828321402,0.06860851379518046,0.10666415947232426,0.09183213209109314,0.05895931599240485,0.0977548046883596,0.1389236176079806,0.05090602584033911,0.13422117268167177,0.14632852640303137,0.12613695951685164,0.09964898037917291,0.053529896816580116,0.12549057741239233,0.08198287411999197,0.1176887390616297,0.09870839347105465,0.09762591623990538,0.1580747431716069,0.07728249378241492,0.08186952906545075,0.12297329639448941,0.10560867481795715,0.059970087530229595,0.09420696576663261,0.09613463994339219,0.08358920273062595,0.09071433578117202,0.11138386605072395,0.10923849533206828,0.06352179789876522,0.07906284735069473,0.04756463279551003,0.07380683573050002,0.05756750665913944,0.12643109936568558,0.049885260799939435,0.08248882100518021,0.13538676553229514,0.15438480837189994,0.13465522412327982,0.11391746582216922,0.0767546434588193,0.07775444793643489,0.12659640206134837,0.04818050924021438,0.09654466232102117,0.11371550622888153,0.14517955802063953,0.11137538400175863,0.1277812377358432,0.08605553922237087
dhodge12,0.12933929274041447,0.10113457228031172,0.09833059072268964,0.15216006065448157,0.07902161407020919,0.16380724085681903,0.11467192453917886,0.12663184935776525,0.08124403964261842,0.11175439447101461,0.17913853354841489,0.07155856298790912,0.13285826355935043,0.15582834793475106,0.2370829366396612,0.15759801672564025,0.14949113920087476,0.16268471710536841,0.1260359998391706,0.09313870834498501,0.036307642900908904,0.14825253184796264,0.09960296671726161,1.0000000000000004,0.0381517736710334,0.10679892068073335,0.0679298611619774,0.11909800702953109,0.13562333796334133,0.1301425479275443,0.14460701131932874,0.06607377044834647,0.18922856418817888,0.08025101306358708,0.08458776199540738,0.10113726626297685,0.10435788843034888,0.06778469174373661,0.09044135951693531,0.2034157473147004,0.1621751202359911,0.052125703798345066,0.10819710802256345,0.04777586312372524,0.08971384240295047,0.13524634880390848,0.12146620412102598,0.11134732633374977,0.12876522071150323,0.09860127535503692,0.07043642153821575,0.07101452711360992,0.2145423943490311,0.18956365959909788,0.12460661801089638,0.1222874741459385,0.06962284495676718,0.1460802566319352,0.0660718697322593,0.11374498576097297,0.11165833933011565,0.06997390040563325,0.1076860828834086,0.061260073954726546,0.10567483203675927,0.10619628653177227,0.07510173733746689,0.07301323823853444,0.09888598249723478,0.11904584022974403,0.14443470372962885,0.11110330127368988,0.1419997486897315,0.08171091194947323,0.15125544292535972,0.049216028698066634,0.10915096146832386,0.07015183104792162,0.18452811224466176,0.108272322122693,0.07632785125412586,0.051949163537011435,0.056868449244682207,0.09632211599545065,0.08594275090702844,0.08573880777232011,0.1553134785285211,0.06465359382105994,0.15846151242416875,0.2207991042524226,0.15880082016378666
dmoffit1,0.08668215124690308,0.023058634382705258,0.07719209462823971,0.05120275572105545,0.08729754946672054,0.0779150078635871,0.056983574116028446,0.056203149451291484,0.055797752579314644,0.04929146989305032,0.08231401749502354,0.04853846769271437,0.040920017392578265,0.034894028460678315,0.06203566318066151,0.06560624657746411,0.06244880370739515,0.04886024951268566,0.04594273433489935,0.01959920201678453,0.018085937060856514,0.05800082832105538,0.03921090230653462,0.0381517736710334,0.9999999999999992,0.049175437270652406,0.03848882300759819,0.08442680261442684,0.054831175623250836,0.04923209957533578,0.04649292845595015,0.06261771830801047,0.10187548437288409,0.039991745481701,0.06419131484061101,0.04211856471140738,0.09436518663302174,0.03800457679294326,0.07007106150414182,0.06806955573102183,0.07337170444940842,0.059819783935160194,0.06567733164232853,0.04627619282365433,0.07021052878070512,0.07463816979036542,0.04178423528471403,0.06484442035541302,0.060883279775965346,0.08177688688337476,0.04090565669138673,0.05369614447150504,0.08467727686245986,0.08753040024630551,0.050127586925905424,0.08409514077333378,0.03349145548281198,0.07591208894256977,0.01831465157361683,0.08187459924822314,0.05609529718313006,0.05876000553448704,0.06954729393449809,0.07050635195922239,0.08777530197792646,0.040015217485857665,0.02555529565557877,0.031614016823743596,0.03719675176777111,0.0764820632728465,0.018239489554723827,0.04153417717484087,0.05268346038015912,0.025164809680745547,0.06669097780217688,0.038750294045973535,0.08575375338072722,0.04442583236160678,0.06900089731078603,0.07416745881933734,0.059401020832598676,0.04503280291864452,0.022659409876481754,0.08479440886516801,0.020857704397375183,0.06989175930696152,0.08269220523701984,0.05831668119963228,0.07488032641132536,0.07556435188283447,0.0628005857563764
dpate139,0.05833219760024967,0.14277880539375007,0.07466884942281089,0.06710460406779278,0.17614091536263654,0.0900175583223156,0.1524800402257251,0.2132906136664373,0.08529754513680546,0.06471964968517148,0.1253272830581182,0.06861074419004598,0.1712063220595152,0.08836349189901424,0.13136190017210925,0.08951781635460537,0.04441373603577178,0.096752159263162,0.12145461738902491,0.053231545654002954,0.11686931811693968,0.14460905168991306,0.117658070668868,0.10679892068073335,0.049175437270652406,0.9999999999999996,0.06194778705772308,0.03411649201578717,0.14771140925714266,0.07078356437989825,0.17584235665759693,0.10965128623363157,0.139081573164456,0.08604989619220965,0.05955607905380649,0.09130954173139605,0.1280245468745182,0.0269171222106697,0.11322603545273499,0.10921932466507524,0.10925057563037867,0.12518697517189162,0.10315192869287929,0.08916534742488538,0.06148907408202818,0.11716562600942296,0.031078155485647012,0.19069772573882332,0.10972037367414383,0.1240536759084312,0.07535675440823043,0.06451921731918324,0.17384024892577976,0.08483834814607069,0.09584790333830094,0.0744359913758747,0.11956103149642264,0.13190601847834188,0.055140492534131134,0.10485328824438372,0.12171004910427367,0.09859714161775306,0.04078893736132043,0.15453956958271903,0.06456953111273937,0.15402153709516503,0.14719749315284317,0.07309583876130983,0.11640228135417094,0.0536489520906106,0.10948172601599236,0.053566676077946254,0.08495901249886807,0.13310162226913094,0.08798859078653669,0.05941282581849894,0.035221395580297035,0.09974881744175955,0.15832981069702418,0.1462867495552921,0.06258786000998154,0.15232498401092393,0.09041237912237052,0.14431199770242806,0.035625449638136825,0.12122204017650523,0.1499397389175956,0.07773212921025317,0.14001380919608106,0.09039676034969112,0.11102395039965893
